Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Packets/Time,target
TCP,TCP,1,10.1.27.29,443,53487,1456,36.75163395284907,1
TCP,TCP,1,10.1.27.29,443,53487,1456,36.79449637028698,1
TCP,TCP,1,10.1.27.29,443,53487,1456,36.836514645970226,1
TCP,TCP,1,10.1.27.29,443,53487,1456,36.87936285727882,1
TCP,TCP,1,81.23.62.140,53487,443,54,36.92136672592475,1
TCP,TCP,1,10.1.27.29,443,53487,1456,36.96336215561089,1
TCP,TCP,1,10.1.27.29,443,53487,1456,37.00534994613465,1
TCP,TCP,1,10.1.27.29,443,53487,1456,37.04817242715049,1
TCP,TCP,1,10.1.27.29,443,53487,1456,37.09014622418701,1
SSL,TCP,1,10.1.27.29,443,53487,1456,37.10765197125278,1
TCP,TCP,1,81.23.62.140,53487,443,54,37.15042977819504,1
TCP,TCP,1,10.1.27.29,443,53487,1456,37.19151179624915,1
SSL,TCP,1,10.1.27.29,443,53487,1051,37.22920247939997,1
TCP,TCP,1,81.23.62.140,53487,443,54,37.27195509776973,1
TCP,TCP,1,10.1.27.29,443,53489,66,37.31470068502216,1
TCP,TCP,1,209.85.230.231,53489,443,54,37.35744085168597,1
SSL,TCP,1,209.85.230.231,53489,443,263,37.39932694718098,1
DNS,UDP,1,10.1.27.29,53,51553,106,37.441205033865415,1
DNS,UDP,1,8.8.8.8,64412,53,90,37.483925916157574,1
TCP,TCP,1,10.1.27.29,443,53489,60,37.52664219571498,1
SSL,TCP,1,10.1.27.29,443,53489,1456,37.5693506340851,1
TCP,TCP,1,10.1.27.29,443,53489,1456,37.61034743672102,1
TCP,TCP,1,10.1.27.29,443,53489,1456,37.65219008249393,1
SSL,TCP,1,10.1.27.29,443,53489,803,37.673512984562215,1
TCP,TCP,1,209.85.230.231,53489,443,54,37.714462778454774,1
SSL,TCP,1,209.85.230.231,53489,443,147,37.75626048358629,1
DNS,UDP,1,8.8.8.8,64868,53,79,37.798907086200366,1
SSL,TCP,1,10.1.27.29,443,53489,284,37.840688873963735,1
DNS,UDP,1,10.1.27.29,53,64412,118,37.881605686741466,1
DNS,UDP,1,10.1.27.29,53,64868,119,37.92251404482455,1
DNS,UDP,1,8.8.8.8,50110,53,80,37.96513250966352,1
TCP,TCP,1,216.58.206.142,53490,80,66,38.00688436245862,1
TCP,TCP,1,10.1.27.29,80,53490,66,38.04862987809153,1
TCP,TCP,1,216.58.206.142,53490,80,54,38.09122956282477,1
OCSP,TCP,1,216.58.206.142,53490,80,493,38.13382345812456,1
DATA,UDP,1,10.1.27.255,2003,2003,636,38.177275145444085,1
DNS,UDP,1,10.1.27.29,53,50110,96,38.21985878159067,1
SSL,TCP,1,10.1.27.29,443,53486,154,38.261569182980836,1
SSL,TCP,1,10.1.27.29,443,53486,247,38.30240457534121,1
SSL,TCP,1,10.1.27.29,443,53486,100,38.344966903684956,1
TCP,TCP,1,172.217.23.46,53486,443,54,38.38752634179844,1
SSL,TCP,1,172.217.23.46,53486,443,100,38.43007752095562,1
DNS,UDP,1,8.8.8.8,51101,53,80,38.47175230309378,1
TCP,TCP,1,209.85.230.231,53489,443,54,38.515164197882875,1
TCP,TCP,1,10.1.27.29,80,53490,60,38.55857008903917,1
TCP,TCP,1,10.1.27.29,443,53486,60,38.60109864262098,1
DNS,UDP,1,10.1.27.29,53,51101,108,38.64362141944556,1
NBNS,UDP,1,23.111.8.144,137,137,92,38.68701571319746,1
OCSP,TCP,1,10.1.27.29,80,53490,760,38.72602238024025,1
SSL,TCP,1,209.85.230.231,53489,443,1100,38.76852721477107,1
SSL,TCP,1,10.1.27.29,443,53489,1456,38.80487988785867,1
SSL,TCP,1,10.1.27.29,443,53489,388,38.84472851038417,1
TCP,TCP,1,209.85.230.231,53489,443,54,38.88544623605752,1
DNS,UDP,1,8.8.8.8,51648,53,92,38.92791719202429,1
TCP,TCP,1,216.58.206.142,53490,80,54,38.968618565895206,1
DNS,UDP,1,10.1.27.29,53,51648,137,39.00578280279512,1
DNS,UDP,1,8.8.8.8,65084,53,90,39.04911084610843,1
TCP,TCP,1,209.85.230.236,53491,443,66,39.09155036856793,1
TCP,TCP,1,10.1.27.29,443,53491,66,39.133101614666586,1
TCP,TCP,1,209.85.230.236,53491,443,54,39.176414669847645,1
SSL,TCP,1,209.85.230.236,53491,443,263,39.21617905057273,1
DNS,UDP,1,10.1.27.29,53,65084,106,39.256817237363805,1
DNS,UDP,1,8.8.8.8,60015,53,90,39.29922560896352,1
TCP,TCP,1,10.1.27.29,443,53491,60,39.34073762965943,1
SSL,TCP,1,10.1.27.29,443,53491,1456,39.38135326196919,1
TCP,TCP,1,10.1.27.29,443,53491,1456,39.423740434708975,1
TCP,TCP,1,209.85.230.236,53491,443,54,39.46344795115336,1
TCP,TCP,1,10.1.27.29,443,53491,1456,39.50225299159603,1
SSL,TCP,1,10.1.27.29,443,53491,803,39.52052244802504,1
TCP,TCP,1,209.85.230.236,53491,443,54,39.56285705348352,1
SSL,TCP,1,209.85.230.236,53491,443,147,39.60429053153387,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.64661150754997,1
SSL,TCP,1,209.85.230.236,53491,443,1111,39.688927180261835,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.73034078533123,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.77264453797854,1
TCP,TCP,1,172.217.23.46,53486,443,54,39.81583984047573,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.85633461071047,1
TCP,TCP,1,172.217.23.46,53486,443,54,39.896820677096024,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.938196505937746,1
SSL,TCP,1,10.1.27.29,443,53486,1456,39.98046893684371,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.02183026139791,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.063186270868044,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.10363077544984,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.145875922411285,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.187209568516494,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.22762830352162,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.26985278542364,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.31116408468359,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.351557064748015,1
TCP,TCP,1,10.1.27.29,443,53486,382,40.393762621178475,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.43687339895417,1
DNS,UDP,1,10.1.27.29,53,60015,118,40.479068006290156,1
SSL,TCP,1,10.1.27.29,443,53491,284,40.521256912047804,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.56161297828876,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.6037891428812,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.642298287689165,1
SSL,TCP,1,10.1.27.29,443,53486,1456,40.68079486022759,1
TCP,TCP,1,172.217.23.46,53486,443,54,40.72386360853095,1
SSL,TCP,1,10.1.27.29,443,53491,1456,40.76417463820162,1
TCP,TCP,1,209.85.230.236,53491,443,54,40.807232849666384,1
TCP,TCP,1,10.1.27.29,443,53491,1456,40.84844705729147,1
TCP,TCP,1,10.1.27.29,443,53491,1456,40.8896551566202,1
TCP,TCP,1,209.85.230.236,53491,443,54,40.93177691638637,1
TCP,TCP,1,10.1.27.29,443,53491,1456,40.97297015175376,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.010465601753594,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.04979511245799,1
TCP,TCP,1,172.217.23.46,53486,443,54,41.09188529745741,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.13119586492849,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.17234703506456,1
TCP,TCP,1,209.85.230.236,53491,443,54,41.21534298068582,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.25740824557186,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.29853930041152,1
TCP,TCP,1,209.85.230.236,53491,443,54,41.34059277806362,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.3817089984254,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.420957077598516,1
TCP,TCP,1,172.217.23.46,53486,443,54,41.462989132054105,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.502218760360726,1
TCP,TCP,1,10.1.27.29,443,53486,310,41.54517037370557,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.586250139548966,1
TCP,TCP,1,172.217.23.46,53486,443,54,41.629192187617605,1
TCP,TCP,1,209.85.230.236,53491,443,54,41.67119371109086,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.713190909100426,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.75518155650601,1
TCP,TCP,1,209.85.230.236,53491,443,54,41.79810585195283,1
TCP,TCP,1,10.1.27.29,443,53491,1456,41.8400865091875,1
SSL,TCP,1,10.1.27.29,443,53486,1456,41.88018031289037,1
SSL,TCP,1,10.1.27.29,443,53486,1416,41.92026556170856,1
TCP,TCP,1,172.217.23.46,53486,443,54,41.962225290623806,1
SSL,TCP,1,172.217.23.46,53486,443,100,42.005122944770235,1
SSL,TCP,1,10.1.27.29,443,53481,85,42.048016298325884,1
TCP,TCP,1,23.111.8.144,53481,443,54,42.08996172789447,1
TCP,TCP,1,10.1.27.29,443,53481,60,42.13284600866913,1
TCP,TCP,1,23.111.8.144,53481,443,54,42.17478011930395,1
SSL,TCP,1,10.1.27.29,443,53491,1456,42.19203384930372,1
TCP,TCP,1,10.1.27.29,443,53491,638,42.2339369783802,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.27398265607461,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.31486961591567,1
TCP,TCP,1,209.85.230.236,53491,443,54,42.356792961667885,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.398629373362105,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.43954692277141,1
TCP,TCP,1,209.85.230.236,53491,443,54,42.48140007556819,1
TCP,TCP,1,10.1.27.29,443,53491,872,42.52427393876338,1
TCP,TCP,1,209.85.230.236,53491,443,54,42.56607362825361,1
SSL,TCP,1,10.1.27.29,443,53482,85,42.60887680129363,1
TCP,TCP,1,23.111.8.144,53482,443,54,42.65071869693497,1
TCP,TCP,1,10.1.27.29,443,53482,60,42.69351191710871,1
TCP,TCP,1,23.111.8.144,53482,443,54,42.736352770724665,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.77716977912014,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.819000084537336,1
TCP,TCP,1,209.85.230.236,53491,443,54,42.86085721191527,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.90261462651031,1
TCP,TCP,1,10.1.27.29,443,53491,1456,42.94345584151277,1
TCP,TCP,1,209.85.230.236,53491,443,54,42.9862171858215,1
TCP,TCP,1,10.1.27.29,443,53486,60,43.02800155940382,1
TCP,TCP,1,10.1.27.29,443,53481,60,43.07076028685597,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.11257285779102,1
TCP,TCP,1,10.1.27.29,443,53482,60,43.15431965701216,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.197058653529496,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.23790814759532,1
SSL,TCP,1,10.1.27.29,443,53491,1456,43.25158248200695,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.29229019406175,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.33401179500141,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.37572871696001,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.41646820660567,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.45720271663836,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.499925534852665,1
TCP,TCP,1,10.1.27.29,443,53491,1272,43.54060409732624,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.58325498383632,1
TCP,TCP,1,10.1.27.29,443,53491,238,43.62493606924034,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.66568982146842,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.70736122476203,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.74804695735927,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.78872727406876,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.828418166268676,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.871043979859266,1
TCP,TCP,1,10.1.27.29,443,53491,1456,43.9117014354648,1
TCP,TCP,1,209.85.230.236,53491,443,54,43.95329288521927,1
SSL,TCP,1,10.1.27.29,443,53491,1456,43.96445294025759,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.00506758263514,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.04474103348595,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.087266044721474,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.12691532577407,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.16947168009127,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.20999638534623,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.25056729915674,1
TCP,TCP,1,10.1.27.29,443,53491,576,44.292118581685976,1
TCP,TCP,1,10.1.27.29,443,53491,934,44.33267535681287,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.37520727851177,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.41575120904326,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.455307316003,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.496870703768,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.538332222570816,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.579843417519484,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.620354704763244,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.6628467782826,1
SSL,TCP,1,10.1.27.29,443,53491,1456,44.67345725954255,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.71591855907123,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.75637838910956,1
SSL,TCP,1,10.1.27.29,443,53491,1256,44.78989838285255,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.83228243443591,1
SSL,TCP,1,209.85.230.236,53491,443,1095,44.872717052251346,1
SSL,TCP,1,10.1.27.29,443,53491,1456,44.913143990894085,1
TCP,TCP,1,10.1.27.29,443,53491,1456,44.953616573123696,1
TCP,TCP,1,209.85.230.236,53491,443,54,44.994974975269244,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.036387361508474,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.07684057916139,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.11918791382005,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.15862350615046,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.19895899946235,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.240380468800254,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.280704716814164,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.32105145011119,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.36241009208903,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.40376705282862,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.444158248111926,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.485448504578464,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.52582671893441,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.565131663765975,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.6074702439371,1
SSL,TCP,1,10.1.27.29,443,53491,1456,45.61733839413933,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.65756964805355,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.69883535127802,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.73909164595984,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.778385970410916,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.81960647656042,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.85988685483965,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.90011505928815,1
TCP,TCP,1,209.85.230.236,53491,443,54,45.94130514111201,1
TCP,TCP,1,10.1.27.29,443,53491,1456,45.98157808187928,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.02174530446929,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.06296763206921,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.10316507976964,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.14339972338654,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.18460732565649,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.22478127314088,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.263924044139465,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.30511313555896,1
TCP,TCP,1,209.85.230.236,53492,443,66,46.3462913632404,1
SSL,TCP,1,10.1.27.29,443,53491,1456,46.35764099507298,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.39776016444021,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.4378712390576,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.4790067563053,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.51910391063625,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.55919591592366,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.60031235558614,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.64142185191772,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.680459475887076,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.72052434806786,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.76058014991884,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.80062983747237,1
TCP,TCP,1,209.85.230.236,53491,443,54,46.84170779784937,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.881744580068386,1
SSL,TCP,1,10.1.27.29,443,53491,1456,46.89269116012171,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.931651113396754,1
TCP,TCP,1,10.1.27.29,443,53491,1456,46.97268234327354,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.01162753605418,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.05160389177494,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.09157465618261,1
TCP,TCP,1,209.85.230.236,53491,443,54,47.13258025090264,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.17253815703698,1
TCP,TCP,1,209.85.230.236,53491,443,54,47.213532028929585,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.25347509678727,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.29341209121154,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.33334202068876,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.3732633924979,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.41317969515111,1
SSL,TCP,1,10.1.27.29,443,53491,1456,47.42372945366192,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.46360805344435,1
TCP,TCP,1,10.1.27.29,443,53491,1456,47.503480602579586,1
SSL,TCP,1,10.1.27.29,443,53491,93,47.53914504490004,1
TCP,TCP,1,10.1.27.29,443,53492,66,47.580050837993106,1
TCP,TCP,1,209.85.230.236,53491,443,54,47.62200307437367,1
TCP,TCP,1,209.85.230.236,53492,443,54,47.663950603988255,1
SSL,TCP,1,209.85.230.236,53491,443,1097,47.704842306460336,1
SSL,TCP,1,209.85.230.236,53492,443,571,47.74361931732993,1
TCP,TCP,1,10.1.27.29,443,53492,60,47.78444633972768,1
SSL,TCP,1,10.1.27.29,443,53492,201,47.82532611416389,1
SSL,TCP,1,209.85.230.236,53492,443,105,47.866237170382426,1
DATA,UDP,1,10.1.27.255,2003,2003,636,47.90811306303665,1
ARP,UDP,1,10.1.27.37,0,0,60,47.95108859833322,1
SSL,TCP,1,10.1.27.29,443,53491,1456,47.98986767155793,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.030669862003755,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.07257052375705,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.11340958077446,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.15317949690193,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.194048891394125,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.23482437969171,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.2745717716428,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.315426759994644,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.35516296523763,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.3948926666094,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.4367515971054,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.47642207127506,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.51613227984132,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.557977613176845,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.59664605664153,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.636291197431426,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.6781205780201,1
SSL,TCP,1,10.1.27.29,443,53491,1456,48.68671971795934,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.726366681071454,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.76810971473162,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.80774576363553,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.846342474535746,1
TCP,TCP,1,209.85.230.236,53491,443,54,48.88811659002161,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.92768639768112,1
TCP,TCP,1,10.1.27.29,443,53491,1456,48.967337862728016,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.007970642227036,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.04761361770266,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.08611976190693,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.127864125734476,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.16739344798984,1
SSL,TCP,1,81.23.62.140,53487,443,1198,49.20696002621572,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.24656653412815,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.288288921793765,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.327791801460435,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.36733207462082,1
SSL,TCP,1,10.1.27.29,443,53491,1456,49.374284138496584,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.41377489839349,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.455446382561924,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.494939252233785,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.53442155638902,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.57613868090285,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.61555217044314,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.65501674869993,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.69666036036567,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.73617132527988,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.775560520579766,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.814999422610995,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.85558429797014,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.89501119368461,1
TCP,TCP,1,209.85.230.236,53491,443,54,49.93546788236885,1
TCP,TCP,1,10.1.27.29,443,53491,1456,49.97598020551792,1
SSL,TCP,1,10.1.27.29,443,53491,1456,49.98356108004839,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.02402988922785,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.06450641950634,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.10387151174133,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.14324068007089,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.18369439334025,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.22308668578534,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.2623767335925,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.30281127918137,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.343242604253234,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.382563779245906,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.42186334015282,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.4612301652481,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.50163466586221,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.540869009983766,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.58132212752778,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.621640229831435,1
SSL,TCP,1,10.1.27.29,443,53491,1456,50.62875237117966,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.66805716782628,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.70724481702749,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.746475720855116,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.78679903090222,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.826028059113966,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.866318235799405,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.90554806799751,1
TCP,TCP,1,209.85.230.236,53491,443,54,50.94697588300227,1
TCP,TCP,1,10.1.27.29,443,53491,1456,50.986169152289214,1
TCP,TCP,1,10.1.27.29,443,53491,1456,51.02653229283281,1
TCP,TCP,1,209.85.230.236,53491,443,54,51.066829648932014,1
TCP,TCP,1,10.1.27.29,443,53491,1456,51.105933707616764,1
TCP,TCP,1,10.1.27.29,443,53491,1456,51.14622814064116,1
TCP,TCP,1,10.1.27.29,443,53491,1456,51.184329179774195,1
SSL,TCP,1,10.1.27.29,443,53487,1456,51.22348340225026,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.26150784481013,1
TCP,TCP,1,209.85.230.236,53491,443,54,51.30176863274468,1
TCP,TCP,1,81.23.62.140,53487,443,54,51.34202467212738,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.38339811345625,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.4236443981234,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.46271134487576,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.501816365159065,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.54095365729021,1
TCP,TCP,1,81.23.62.140,53487,443,54,51.581190345565666,1
TCP,TCP,1,10.1.27.29,443,53492,60,51.62247138498641,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.66161788993538,1
SSL,TCP,1,10.1.27.29,443,53491,1456,51.67020428784899,1
TCP,TCP,1,81.23.62.140,53487,443,54,51.71038397605067,1
TCP,TCP,1,209.85.230.236,53491,443,54,51.750558401302655,1
TCP,TCP,1,10.1.27.29,443,53491,1456,51.78953302433766,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.8285615602655,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.867585431076094,1
TCP,TCP,1,81.23.62.140,53487,443,54,51.90772396460731,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.9478814922489,1
TCP,TCP,1,10.1.27.29,443,53487,1456,51.98688535045812,1
TCP,TCP,1,81.23.62.140,53487,443,54,52.02701592734461,1
SSL,TCP,1,10.1.27.29,443,53487,1456,52.03420906074203,1
TCP,TCP,1,10.1.27.29,443,53487,1456,52.07210121269854,1
TCP,TCP,1,81.23.62.140,53487,443,54,52.11214693355359,1
TCP,TCP,1,10.1.27.29,443,53487,1456,52.151144631009196,1
TCP,TCP,1,10.1.27.29,443,53487,1456,52.1900874329026,1
TCP,TCP,1,81.23.62.140,53487,443,54,52.2289638737264,1
